MONTH,AREA,TERRITORY,CHANNEL,PACKAGE,IMPRESSIONS,REACH,FREQUENCY,VIEWABLE_IMPRESSIONS,VIEWABILITY_RATE,CLICKS,COST,CTR,AVG_CPC,CPM,POST_VIEW_SESSIONS,POST_CLICK_SESSIONS
2025-10,Area_9,T122,Display,P_10,387406,154787,2.50,260893,0.6734,1805,15979.99,0.00466,8.85,41.25,11870,2193
2025-11,Area_9,T122,Display,P_11,1069613,662609,1.61,673700,0.6299,5166,200662.73,0.00483,38.84,187.60,30774,4831
2025-12,Area_9,T122,Display,P_12,1571188,448648,3.50,1011351,0.6437,3878,400103.31,0.00247,103.17,254.65,28072,5762
2025-01,Area_13,T162,Display,P_01,1692063,960952,1.76,1227323,0.7253,7605,103750.47,0.00449,13.64,61.32,36397,10263
2025-02,Area_13,T162,Display,P_02,1985057,547010,3.63,1135157,0.5719,11083,251140.39,0.00558,22.66,126.52,41905,15046
2025-03,Area_13,T162,Display,P_03,821445,341310,2.41,650483,0.7919,2529,176640.99,0.00308,69.85,215.04,12547,2814
2025-04,Area_13,T162,Display,P_04,281196,120427,2.33,214124,0.7615,732,77237.47,0.00260,105.52,274.67,3995,840
2025-05,Area_13,T162,Display,P_05,1304068,327411,3.98,1024825,0.7859,2865,39699.79,0.00220,13.86,30.44,19377,3414
2025-06,Area_13,T162,Display,P_06,592177,325254,1.82,359315,0.6068,2927,72877.02,0.00494,24.90,123.07,17998,4218
2025-07,Area_13,T162,Display,P_07,303925,104473,2.91,219869,0.7234,630,44723.07,0.00207,70.99,147.15,2771,919
2025-08,Area_13,T162,Display,P_08,1802687,968735,1.86,992049,0.5503,6315,168971.10,0.00350,26.76,93.73,28349,9212
2025-09,Area_13,T162,Display,P_09,1907921,682325,2.80,1126635,0.5905,1857,244030.63,0.00097,131.41,127.90,7809,2242
2025-10,Area_13,T162,Display,P_10,1778822,1089021,1.63,1345113,0.7562,2691,489883.88,0.00151,182.05,275.40,13847,3185
2025-11,Area_13,T162,Display,P_11,1863808,956821,1.95,1424963,0.7645,3083,419312.16,0.00165,136.01,224.98,25604,3311
2025-12,Area_13,T162,Display,P_12,1276641,662921,1.93,1036942,0.8122,6434,213708.62,0.00504,33.22,167.40,60078,6666
2025-01,Area_10,T127,Display,P_01,1509148,461720,3.27,879507,0.5828,5430,448458.12,0.00360,82.59,297.16,41221,7512
2025-02,Area_10,T127,Display,P_02,1240394,417160,2.97,761741,0.6141,4932,298295.92,0.00398,60.48,240.48,41391,7083
2025-03,Area_10,T127,Display,P_03,110908,28728,3.86,75064,0.6768,468,18029.64,0.00422,38.52,162.56,2584,481
2025-04,Area_10,T127,Display,P_04,863643,255161,3.38,476488,0.5517,660,180770.20,0.00076,273.89,209.31,5912,635
2025-05,Area_10,T127,Display,P_05,908464,429837,2.11,639782,0.7042,1728,155559.15,0.00190,90.02,171.23,7189,2304
2025-06,Area_10,T127,Display,P_06,1451109,618036,2.35,800585,0.5517,6645,383622.47,0.00458,57.73,264.37,28648,8598
2025-07,Area_10,T127,Display,P_07,471942,201903,2.34,314591,0.6666,1669,130064.25,0.00354,77.93,275.59,8538,1495
2025-08,Area_10,T127,Display,P_08,1990216,642521,3.10,1136868,0.5712,11457,523436.37,0.00576,45.69,263.00,97415,12849
2025-09,Area_10,T127,Display,P_09,202883,69572,2.92,166096,0.8187,188,42085.38,0.00093,223.86,207.44,1021,233
2025-10,Area_10,T127,Display,P_10,152605,83447,1.83,126136,0.8266,114,45444.02,0.00075,398.63,297.79,934,91
2025-11,Area_10,T127,Display,P_11,280321,152144,1.84,207178,0.7391,873,77255.47,0.00311,88.49,275.60,7816,802
2025-12,Area_10,T127,Display,P_12,169686,50274,3.38,114022,0.6720,518,24333.29,0.00305,46.98,143.40,3879,574
2025-01,Area_13,T168,Display,P_01,578266,329617,1.75,483518,0.8362,2093,83687.82,0.00362,39.98,144.72,6392,2147
2025-02,Area_13,T168,Display,P_02,1978349,625450,3.16,1146715,0.5796,5617,544168.36,0.00284,96.88,275.06,39470,5089
2025-03,Area_13,T168,Display,P_03,732504,219734,3.33,524936,0.7166,3428,96031.07,0.00468,28.01,131.10,24098,3277
2025-04,Area_13,T168,Display,P_04,1915160,921523,2.08,1372868,0.7168,10797,514907.70,0.00564,47.69,268.86,84323,11049
2025-05,Area_13,T168,Display,P_05,544092,214364,2.54,304809,0.5602,1641,48482.58,0.00302,29.54,89.11,10874,1813
2025-06,Area_13,T168,Display,P_06,1354623,527141,2.57,863225,0.6372,2980,348988.85,0.00220,117.11,257.63,24282,3004
2025-07,Area_13,T168,Display,P_07,238919,104044,2.30,186538,0.7808,1310,56596.86,0.00548,43.20,236.89,9917,1879
2025-08,Area_13,T168,Display,P_08,111659,44995,2.48,72247,0.6470,260,8326.38,0.00233,32.02,74.57,1584,339
2025-09,Area_13,T168,Display,P_09,1847511,497801,3.71,1335159,0.7227,9394,547867.84,0.00508,58.32,296.54,28718,8326
2025-10,Area_13,T168,Display,P_10,628478,320367,1.96,512313,0.8152,612,75597.26,0.00097,123.52,120.29,2432,514
2025-11,Area_13,T168,Display,P_11,1160860,394368,2.94,776881,0.6692,1758,266529.75,0.00151,151.61,229.60,9263,2170
2025-12,Area_13,T168,Display,P_12,1068619,481250,2.22,624024,0.5840,2459,292118.86,0.00230,118.80,273.36,20049,2735
2025-01,Area_15,T200,Display,P_01,1446866,424844,3.41,1096646,0.7579,8275,201031.77,0.00572,24.29,138.94,73073,8953
2025-02,Area_15,T200,Display,P_02,483339,153727,3.14,275091,0.5691,1734,120304.82,0.00359,69.38,248.90,15653,2227
2025-03,Area_15,T200,Display,P_03,1811348,494494,3.66,1320966,0.7293,6128,515652.31,0.00338,84.15,284.68,54179,5310
2025-04,Area_15,T200,Display,P_04,1083370,287688,3.77,870545,0.8036,1217,109969.58,0.00112,90.36,101.51,9039,1335
2025-05,Area_15,T200,Display,P_05,154138,79306,1.94,116642,0.7567,844,26604.47,0.00548,31.52,172.60,5572,786
2025-06,Area_15,T200,Display,P_06,856684,339688,2.52,712079,0.8312,2890,188960.25,0.00337,65.38,220.57,20648,4295
2025-07,Area_15,T200,Display,P_07,1146220,310605,3.69,776307,0.6773,2430,258696.53,0.00212,106.46,225.70,18681,3183
2025-08,Area_15,T200,Display,P_08,195387,53964,3.62,117351,0.6006,686,25898.10,0.00351,37.75,132.55,5970,1025
2025-09,Area_15,T200,Display,P_09,1625870,727133,2.24,1311521,0.8067,8790,153073.00,0.00541,17.41,94.15,36903,9617
2025-10,Area_15,T200,Display,P_10,628876,209839,3.00,347958,0.5533,1261,178444.52,0.00201,141.51,283.75,6816,1076
2025-11,Area_15,T200,Display,P_11,1539257,751745,2.05,1258172,0.8174,3506,188847.00,0.00228,53.86,122.69,13205,3092
2025-12,Area_15,T200,Display,P_12,945019,454571,2.08,591005,0.6254,4889,243872.87,0.00517,49.88,258.06,24219,5985
2025-01,Area_3,T032,Display,P_01,229642,62298,3.69,138452,0.6029,346,9621.56,0.00151,27.81,41.90,3383,378
2025-02,Area_3,T032,Display,P_02,891592,330076,2.70,501713,0.5627,1512,50054.99,0.00170,33.11,56.14,12288,2138
2025-03,Area_3,T032,Display,P_03,1028464,297350,3.46,759549,0.7385,4985,146677.41,0.00485,29.42,142.62,25203,5619
2025-04,Area_3,T032,Display,P_04,1407497,829411,1.70,951870,0.6763,7465,344894.30,0.00530,46.20,245.04,59414,10489
2025-05,Area_3,T032,Display,P_05,798908,218247,3.66,642720,0.8045,4530,92792.04,0.00567,20.48,116.15,44573,3661
2025-06,Area_3,T032,Display,P_06,1736114,861769,2.01,1145591,0.6599,2471,435967.68,0.00142,176.43,251.12,14675,3376
2025-07,Area_3,T032,Display,P_07,838313,284050,2.95,595357,0.7102,3199,170419.42,0.00382,53.27,203.29,26594,3923
2025-08,Area_3,T032,Display,P_08,543676,155210,3.50,359279,0.6608,876,46876.94,0.00161,53.51,86.22,7288,724
2025-09,Area_3,T032,Display,P_09,393076,121371,3.24,279150,0.7102,1407,49592.34,0.00358,35.25,126.16,9457,1690
2025-10,Area_3,T032,Display,P_10,1380399,479368,2.88,972423,0.7045,7747,378203.72,0.00561,48.82,273.98,44840,9598
2025-11,Area_3,T032,Display,P_11,1724596,596777,2.89,973379,0.5644,5167,303257.86,0.00300,58.69,175.84,35419,7106
2025-12,Area_3,T032,Display,P_12,1309795,339800,3.85,827869,0.6321,3013,268422.99,0.00230,89.09,204.94,17431,3627
2025-01,Area_15,T194,Display,P_01,886962,284788,3.11,648657,0.7313,3812,254642.52,0.00430,66.80,287.10,11462,4558
2025-02,Area_15,T194,Display,P_02,213707,54043,3.95,122556,0.5735,928,26582.80,0.00434,28.65,124.39,7257,1080
2025-03,Area_15,T194,Display,P_03,1409327,722870,1.95,1140931,0.8096,3714,130071.06,0.00264,35.02,92.29,13795,4374
2025-04,Area_15,T194,Display,P_04,1140942,302235,3.78,663053,0.5811,3326,193874.91,0.00292,58.29,169.93,19022,4790
2025-05,Area_15,T194,Display,P_05,857664,309098,2.77,501140,0.5843,2132,83812.54,0.00249,39.31,97.72,8242,2255
2025-06,Area_15,T194,Display,P_06,1786787,999733,1.79,1083075,0.6062,2092,235372.08,0.00117,112.51,131.73,19417,2297
2025-07,Area_15,T194,Display,P_07,664381,185514,3.58,468721,0.7055,1522,138286.82,0.00229,90.86,208.14,6291,1983
2025-08,Area_15,T194,Display,P_08,1119596,682663,1.64,733451,0.6551,5587,204484.09,0.00499,36.60,182.64,50710,7336
2025-09,Area_15,T194,Display,P_09,1232193,370956,3.32,996718,0.8089,789,101063.72,0.00064,128.09,82.02,3936,1114
2025-10,Area_15,T194,Display,P_10,576510,215355,2.68,397815,0.6900,3371,165038.17,0.00585,48.96,286.27,23725,3692
2025-11,Area_15,T194,Display,P_11,1875600,1215391,1.54,1119066,0.5966,5907,549247.73,0.00315,92.98,292.84,36784,5650
2025-12,Area_15,T194,Display,P_12,1255088,606937,2.07,1034055,0.8239,2942,319421.54,0.00234,108.57,254.50,20451,3891
2025-01,Area_9,T116,Display,P_01,857892,313286,2.74,490817,0.5721,2047,220790.04,0.00239,107.86,257.36,16112,2568
2025-02,Area_9,T116,Display,P_02,168919,62524,2.70,101877,0.6031,576,44176.76,0.00341,76.70,261.53,2914,796
2025-03,Area_9,T116,Display,P_03,1392135,881288,1.58,1001423,0.7193,5731,291100.99,0.00412,50.79,209.10,22268,5103
2025-04,Area_9,T116,Display,P_04,656937,306793,2.14,420421,0.6400,612,138215.35,0.00093,225.84,210.39,4715,880
2025-05,Area_9,T116,Display,P_05,724446,226294,3.20,482530,0.6661,1248,171705.32,0.00172,137.58,237.02,7046,1705
2025-06,Area_9,T116,Display,P_06,950260,480172,1.98,535857,0.5639,4473,122564.46,0.00471,27.40,128.98,21320,5431
2025-07,Area_9,T116,Display,P_07,151481,67558,2.24,128111,0.8457,889,9259.21,0.00587,10.42,61.12,3898,1216
2025-08,Area_9,T116,Display,P_08,382372,130351,2.93,244487,0.6394,1313,111478.18,0.00343,84.90,291.54,11624,1793
2025-09,Area_9,T116,Display,P_09,863598,220063,3.92,549265,0.6360,654,130974.24,0.00076,200.27,151.66,5603,679
2025-10,Area_9,T116,Display,P_10,1823539,570388,3.20,1339447,0.7345,3897,137192.82,0.00214,35.20,75.23,24744,3835
2025-11,Area_9,T116,Display,P_11,1179816,305619,3.86,853231,0.7232,5319,266685.70,0.00451,50.14,226.04,17268,4446
2025-12,Area_9,T116,Display,P_12,1943332,846663,2.30,1339922,0.6895,8993,388391.01,0.00463,43.19,199.86,28398,10369
2025-01,Area_7,T086,Display,P_01,683616,238786,2.86,548099,0.8018,2989,82522.43,0.00437,27.61,120.71,14826,2641
2025-02,Area_7,T086,Display,P_02,1900816,733312,2.59,1461033,0.7686,6824,249596.89,0.00359,36.58,131.31,62867,7054
2025-03,Area_7,T086,Display,P_03,1871132,983683,1.90,1394538,0.7453,1058,121759.06,0.00057,115.08,65.07,7422,1558
2025-04,Area_7,T086,Display,P_04,632008,386076,1.64,395675,0.6261,3044,61402.72,0.00482,20.17,97.15,23618,3228
2025-05,Area_7,T086,Display,P_05,1989691,570391,3.49,1323656,0.6653,1806,429428.92,0.00091,237.78,215.83,15483,2070
2025-06,Area_7,T086,Display,P_06,1720881,569507,3.02,1405651,0.8168,9285,104541.14,0.00540,11.26,60.75,54294,10152
2025-07,Area_7,T086,Display,P_07,1983172,618573,3.21,1156705,0.5833,9821,188240.44,0.00495,19.17,94.92,63522,12939
2025-08,Area_7,T086,Display,P_08,1654918,419602,3.94,1291752,0.7806,8530,352332.50,0.00515,41.31,212.90,45890,11663
2025-09,Area_7,T086,Display,P_09,607435,290733,2.09,382451,0.6296,762,108815.06,0.00125,142.80,179.14,7050,719
2025-10,Area_7,T086,Display,P_10,1189913,659150,1.81,846602,0.7115,3391,350539.59,0.00285,103.37,294.59,16121,4758
2025-11,Area_7,T086,Display,P_11,1780334,591467,3.01,1197237,0.6725,4323,98635.75,0.00243,22.82,55.40,23214,5351
2025-12,Area_7,T086,Display,P_12,1847538,541813,3.41,1556893,0.8427,2411,236121.14,0.00130,97.93,127.80,16728,2204
2025-01,Area_14,T178,Display,P_01,1383328,574278,2.41,1141760,0.8254,7151,71400.98,0.00517,9.98,51.62,35704,10268
2025-02,Area_14,T178,Display,P_02,1792398,451874,3.97,1053739,0.5879,10047,481387.84,0.00561,47.91,268.57,40102,9135
2025-03,Area_14,T178,Display,P_03,181182,70683,2.56,103759,0.5727,1081,8846.00,0.00597,8.18,48.82,4451,1489
2025-04,Area_14,T178,Display,P_04,1080431,525769,2.05,618564,0.5725,2367,191694.48,0.00219,80.99,177.42,10901,2732
2025-05,Area_14,T178,Display,P_05,1575586,991968,1.59,903889,0.5737,3115,439656.82,0.00198,141.14,279.04,26919,3865
2025-06,Area_14,T178,Display,P_06,1621468,1032445,1.57,1191530,0.7348,7599,69247.38,0.00469,9.11,42.71,65521,8442
2025-07,Area_14,T178,Display,P_07,722331,180784,4.00,453620,0.6280,2372,173341.43,0.00328,73.08,239.98,22486,2736
2025-08,Area_14,T178,Display,P_08,1997128,755173,2.64,1383231,0.6926,4274,509871.88,0.00214,119.30,255.30,28523,4025
2025-09,Area_14,T178,Display,P_09,623953,174787,3.57,421249,0.6751,1503,21167.89,0.00241,14.08,33.93,4686,1613
2025-10,Area_14,T178,Display,P_10,1015715,482451,2.11,618949,0.6094,5969,199965.41,0.00588,33.50,196.87,19216,8088
2025-11,Area_14,T178,Display,P_11,912952,242363,3.77,569836,0.6242,3051,66449.16,0.00334,21.78,72.78,16784,3318
2025-12,Area_14,T178,Display,P_12,1190654,360584,3.30,996600,0.8370,3072,253537.33,0.00258,82.53,212.94,12119,3490
2025-01,Area_2,T017,Display,P_01,1226451,506130,2.42,755171,0.6157,4003,313864.71,0.00326,78.41,255.91,14815,3595
2025-02,Area_2,T017,Display,P_02,1209605,306584,3.95,778486,0.6436,3805,342475.75,0.00315,90.01,283.13,27677,4020
2025-03,Area_2,T017,Display,P_03,917300,230906,3.97,555585,0.6057,5168,168314.69,0.00563,32.57,183.49,37487,5838
2025-04,Area_2,T017,Display,P_04,1745779,503911,3.46,1254699,0.7187,8979,245815.75,0.00514,27.38,140.81,67891,11014
2025-05,Area_2,T017,Display,P_05,1002601,372643,2.69,703880,0.7021,4528,121861.98,0.00452,26.91,121.55,36661,5957
2025-06,Area_2,T017,Display,P_06,1773659,595562,2.98,1315226,0.7415,10370,433557.76,0.00585,41.81,244.44,77527,9100
2025-07,Area_2,T017,Display,P_07,467290,170889,2.73,393581,0.8423,1440,129294.56,0.00308,89.79,276.69,13931,1427
2025-08,Area_2,T017,Display,P_08,1373617,370235,3.71,890923,0.6486,7926,191136.86,0.00577,24.12,139.15,78245,6620
2025-09,Area_2,T017,Display,P_09,722986,386543,1.87,549995,0.7607,3807,129212.13,0.00527,33.94,178.72,23528,4438
2025-10,Area_2,T017,Display,P_10,1242673,463685,2.68,838307,0.6746,2962,305529.01,0.00238,103.15,245.86,10519,4042
2025-11,Area_2,T017,Display,P_11,1135621,617124,1.84,918968,0.8092,4468,126446.96,0.00393,28.30,111.35,38570,4678
2025-12,Area_2,T017,Display,P_12,1611784,883928,1.82,1311463,0.8137,9003,161283.37,0.00559,17.91,100.07,36545,8101
2025-01,Area_8,T107,Display,P_01,1430313,591157,2.42,1094607,0.7653,2836,160947.84,0.00198,56.75,112.53,10069,3708
2025-02,Area_8,T107,Display,P_02,615556,250138,2.46,346934,0.5636,1250,21701.67,0.00203,17.36,35.26,9666,1021
2025-03,Area_8,T107,Display,P_03,1759546,507961,3.46,1446564,0.8221,7600,145658.18,0.00432,19.17,82.78,42065,9202
2025-04,Area_8,T107,Display,P_04,1227986,384828,3.19,874924,0.7125,5171,315472.76,0.00421,61.01,256.90,24442,5532
2025-05,Area_8,T107,Display,P_05,266852,78966,3.38,200811,0.7525,1177,34313.88,0.00441,29.15,128.59,9872,1661
2025-06,Area_8,T107,Display,P_06,1349472,446711,3.02,749107,0.5551,4053,172446.99,0.00300,42.55,127.79,16745,4952
2025-07,Area_8,T107,Display,P_07,269778,129120,2.09,170261,0.6311,669,75319.84,0.00248,112.59,279.19,4252,767
2025-08,Area_8,T107,Display,P_08,1505459,643830,2.34,1269091,0.8430,4872,245172.43,0.00324,50.32,162.86,36657,4529
2025-09,Area_8,T107,Display,P_09,435654,115351,3.78,364731,0.8372,2300,121490.08,0.00528,52.82,278.87,14671,2299
2025-10,Area_8,T107,Display,P_10,1156335,301441,3.84,892331,0.7717,2103,206204.04,0.00182,98.05,178.33,15363,1938
2025-11,Area_8,T107,Display,P_11,1113585,301514,3.69,795773,0.7146,5904,229034.04,0.00530,38.79,205.67,38796,8752
2025-12,Area_8,T107,Display,P_12,1671198,428293,3.90,1129580,0.6759,9949,356943.06,0.00595,35.88,213.59,93645,10898
2025-01,Area_10,T123,Display,P_01,690681,407749,1.69,458441,0.6638,2556,153038.03,0.00370,59.87,221.58,17472,3806
2025-02,Area_10,T123,Display,P_02,1105971,682066,1.62,816781,0.7385,5882,74551.92,0.00532,12.67,67.41,23814,8686
2025-03,Area_10,T123,Display,P_03,635976,277827,2.29,424188,0.6670,2619,30954.08,0.00412,11.82,48.67,25713,2871
2025-04,Area_10,T123,Display,P_04,1750874,564929,3.10,1289173,0.7363,5743,91436.50,0.00328,15.92,52.22,54017,5492
2025-05,Area_10,T123,Display,P_05,656671,275676,2.38,549544,0.8369,2078,86136.47,0.00316,41.45,131.17,6981,2928
2025-06,Area_10,T123,Display,P_06,468430,283818,1.65,354422,0.7566,614,110161.11,0.00131,179.42,235.17,3960,565
2025-07,Area_10,T123,Display,P_07,1731064,656561,2.64,1359830,0.7855,2627,223211.34,0.00152,84.97,128.94,12845,2920
2025-08,Area_10,T123,Display,P_08,1776338,665934,2.67,1109908,0.6248,9797,175795.13,0.00552,17.94,98.96,64719,8522
2025-09,Area_10,T123,Display,P_09,1294471,440951,2.94,933293,0.7210,5646,270734.37,0.00436,47.95,209.15,47639,5089
2025-10,Area_10,T123,Display,P_10,1037064,277789,3.73,835380,0.8055,4430,310674.25,0.00427,70.13,299.57,33601,3606
2025-11,Area_10,T123,Display,P_11,104050,40268,2.58,62927,0.6048,508,11828.29,0.00488,23.28,113.68,2557,656
2025-12,Area_10,T123,Display,P_12,1191844,588512,2.03,809217,0.6790,920,85803.32,0.00077,93.26,71.99,6390,1244
2025-01,Area_8,T101,Display,P_01,569130,191942,2.97,323582,0.5686,2742,97528.43,0.00482,35.57,171.36,15045,2275
2025-02,Area_8,T101,Display,P_02,1779731,874793,2.03,1254654,0.7050,7000,532655.01,0.00393,76.09,299.29,45200,9351
2025-03,Area_8,T101,Display,P_03,1608323,611311,2.63,1283190,0.7978,1794,241410.71,0.00112,134.57,150.10,7702,1675
2025-04,Area_8,T101,Display,P_04,588368,161360,3.65,413490,0.7028,2897,117582.35,0.00492,40.59,199.84,16835,3449
2025-05,Area_8,T101,Display,P_05,1677267,865679,1.94,1059483,0.6317,7763,440696.29,0.00463,56.77,262.75,73477,6991
2025-06,Area_8,T101,Display,P_06,1427921,590357,2.42,1113902,0.7801,7839,139636.22,0.00549,17.81,97.79,70181,8347
2025-07,Area_8,T101,Display,P_07,447487,184843,2.42,354873,0.7930,967,100984.13,0.00216,104.43,225.67,7440,1000
2025-08,Area_8,T101,Display,P_08,1198776,327838,3.66,829597,0.6920,3933,196473.09,0.00328,49.96,163.89,34572,5216
2025-09,Area_8,T101,Display,P_09,643088,196301,3.28,379292,0.5898,3749,30904.27,0.00583,8.24,48.06,31635,4167
2025-10,Area_8,T101,Display,P_10,941707,298212,3.16,608892,0.6466,2376,33544.04,0.00252,14.12,35.62,17296,2023
2025-11,Area_8,T101,Display,P_11,958965,380646,2.52,645936,0.6736,4300,87723.70,0.00448,20.40,91.48,40790,5214
2025-12,Area_8,T101,Display,P_12,1754641,543052,3.23,1305713,0.7441,6463,88765.98,0.00368,13.73,50.59,24319,7306
2025-01,Area_13,T167,Display,P_01,1043742,437606,2.39,732314,0.7016,2603,51646.59,0.00249,19.84,49.48,11364,2680
2025-02,Area_13,T167,Display,P_02,209920,57613,3.64,161737,0.7705,1016,61047.34,0.00484,60.09,290.81,7093,1017
2025-03,Area_13,T167,Display,P_03,1942610,758577,2.56,1280769,0.6593,6596,346330.71,0.00340,52.51,178.28,56906,9626
2025-04,Area_13,T167,Display,P_04,501131,177775,2.82,390913,0.7801,552,57469.09,0.00110,104.11,114.68,1850,515
2025-05,Area_13,T167,Display,P_05,1053135,319767,3.29,893869,0.8488,5808,146949.64,0.00551,25.30,139.54,25943,6260
2025-06,Area_13,T167,Display,P_06,1546588,531151,2.91,1101809,0.7124,1431,308357.86,0.00093,215.48,199.38,8555,2138
2025-07,Area_13,T167,Display,P_07,1013471,277903,3.65,682139,0.6731,2767,138553.23,0.00273,50.07,136.71,9388,3559
2025-08,Area_13,T167,Display,P_08,357207,96136,3.72,228198,0.6388,1658,39429.18,0.00464,23.78,110.38,15055,1684
2025-09,Area_13,T167,Display,P_09,1176035,367808,3.20,952485,0.8099,3579,74683.35,0.00304,20.87,63.50,34649,4888
2025-10,Area_13,T167,Display,P_10,1865013,490358,3.80,1081686,0.5800,3124,185213.97,0.00168,59.29,99.31,18867,3452
2025-11,Area_13,T167,Display,P_11,983928,454125,2.17,570220,0.5795,3818,90158.68,0.00388,23.61,91.63,38092,5264
2025-12,Area_13,T167,Display,P_12,729084,225856,3.23,423444,0.5808,2539,81322.08,0.00348,32.03,111.54,12394,2304
2025-01,Area_5,T064,Display,P_01,1217754,388379,3.14,678440,0.5571,1644,151702.74,0.00135,92.28,124.58,12909,1436
2025-02,Area_5,T064,Display,P_02,1300059,351318,3.70,975824,0.7506,987,341220.89,0.00076,345.72,262.47,4705,902
2025-03,Area_5,T064,Display,P_03,1007688,271684,3.71,569249,0.5649,4668,296946.02,0.00463,63.61,294.68,29754,6389
2025-04,Area_5,T064,Display,P_04,1700479,1112298,1.53,1266076,0.7445,10191,275608.85,0.00599,27.04,162.08,47709,10840
2025-05,Area_5,T064,Display,P_05,1686643,470450,3.59,1318396,0.7817,9762,266674.98,0.00579,27.32,158.11,85899,12677
2025-06,Area_5,T064,Display,P_06,1754532,557211,3.15,991131,0.5649,6414,461745.35,0.00366,71.99,263.17,20971,7128
2025-07,Area_5,T064,Display,P_07,137841,47279,2.92,101761,0.7383,700,32492.29,0.00508,46.42,235.72,2727,1008
2025-08,Area_5,T064,Display,P_08,1256810,482122,2.61,1059016,0.8426,2873,277155.46,0.00229,96.47,220.52,19560,2800
2025-09,Area_5,T064,Display,P_09,1375094,556599,2.47,763387,0.5552,8064,368892.54,0.00586,45.75,268.27,29359,11806
2025-10,Area_5,T064,Display,P_10,439101,232958,1.88,318144,0.7245,2366,20178.11,0.00539,8.53,45.95,18694,2557
2025-11,Area_5,T064,Display,P_11,1113119,399953,2.78,640198,0.5751,6062,287637.83,0.00545,47.45,258.41,57094,8591
2025-12,Area_5,T064,Display,P_12,446360,166485,2.68,317879,0.7122,2615,125299.98,0.00586,47.92,280.72,18932,3668
2025-01,Area_1,T006,Display,P_01,406941,102154,3.98,257703,0.6333,2426,48298.49,0.00596,19.91,118.69,19691,2423
2025-02,Area_1,T006,Display,P_02,697500,189408,3.68,425345,0.6098,1789,122739.24,0.00256,68.61,175.97,9380,2547
2025-03,Area_1,T006,Display,P_03,1549883,494484,3.13,1022371,0.6596,8728,268195.12,0.00563,30.73,173.04,70603,10202
2025-04,Area_1,T006,Display,P_04,1148050,304203,3.77,684127,0.5959,5680,230320.64,0.00495,40.55,200.62,21716,8447
2025-05,Area_1,T006,Display,P_05,315320,119044,2.65,230314,0.7304,711,74086.07,0.00225,104.20,234.96,3623,686
2025-06,Area_1,T006,Display,P_06,786576,316039,2.49,652189,0.8292,2235,202110.15,0.00284,90.43,256.95,14773,1874
2025-07,Area_1,T006,Display,P_07,630593,390602,1.61,412302,0.6538,3385,108324.58,0.00537,32.00,171.78,29820,4333
2025-08,Area_1,T006,Display,P_08,1876011,634924,2.95,1132009,0.6034,2925,537702.60,0.00156,183.83,286.62,26666,2850
2025-09,Area_1,T006,Display,P_09,1746546,843465,2.07,1417387,0.8115,5023,482125.00,0.00288,95.98,276.04,43127,5159
2025-10,Area_1,T006,Display,P_10,1844225,498273,3.70,1211134,0.6567,2458,472313.41,0.00133,192.15,256.10,22579,2347
2025-11,Area_1,T006,Display,P_11,228035,73798,3.09,142635,0.6255,1027,56499.88,0.00450,55.01,247.77,8600,1380
2025-12,Area_1,T006,Display,P_12,1711181,823398,2.08,1348947,0.7883,5089,172241.75,0.00297,33.85,100.66,46890,6000
2025-01,Area_11,T145,Display,P_01,329858,211143,1.56,211975,0.6426,1957,23908.76,0.00593,12.22,72.48,9869,1589
2025-02,Area_11,T145,Display,P_02,283533,115106,2.46,224951,0.7934,569,67595.41,0.00201,118.80,238.40,4773,658
2025-03,Area_11,T145,Display,P_03,350783,97930,3.58,204298,0.5824,1886,74377.11,0.00538,39.44,212.03,7177,2066
2025-04,Area_11,T145,Display,P_04,1862181,491748,3.79,1517259,0.8148,2427,417453.29,0.00130,172.00,224.17,22059,2171
2025-05,Area_11,T145,Display,P_05,1312248,365617,3.59,1055325,0.8042,4652,187634.62,0.00355,40.33,142.99,36905,5167
2025-06,Area_11,T145,Display,P_06,448479,140450,3.19,254937,0.5685,1045,45428.95,0.00233,43.47,101.30,4957,1025
2025-07,Area_11,T145,Display,P_07,1014949,524367,1.94,773571,0.7622,1634,174713.58,0.00161,106.92,172.14,11112,1895
2025-08,Area_11,T145,Display,P_08,1362790,479948,2.84,1090420,0.8001,2350,205057.74,0.00172,87.26,150.47,9462,2595
2025-09,Area_11,T145,Display,P_09,1626115,452178,3.60,1084209,0.6667,4023,344066.42,0.00247,85.52,211.59,17073,4638
2025-10,Area_11,T145,Display,P_10,1358403,363904,3.73,1057925,0.7788,2752,106150.79,0.00203,38.57,78.14,18143,3599
2025-11,Area_11,T145,Display,P_11,324196,101462,3.20,234148,0.7222,469,36096.36,0.00145,76.96,111.34,4324,494
2025-12,Area_11,T145,Display,P_12,1203551,459594,2.62,997504,0.8288,6407,106914.33,0.00532,16.69,88.83,24839,5374
2025-01,Area_6,T080,Display,P_01,833805,213545,3.90,688470,0.8257,3031,89750.53,0.00364,29.61,107.64,27657,4520
2025-02,Area_6,T080,Display,P_02,1313182,519312,2.53,756990,0.5765,1352,143652.76,0.00103,106.25,109.39,6986,1375
2025-03,Area_6,T080,Display,P_03,1049476,263596,3.98,763596,0.7276,3906,213150.30,0.00372,54.57,203.10,17873,3262
2025-04,Area_6,T080,Display,P_04,733947,465291,1.58,525706,0.7163,3077,145640.95,0.00419,47.33,198.44,18679,2931
