MONTH,AREA,TERRITORY,SOURCE,SESSIONS,ENGAGED_SESSIONS,PAGEVIEWS,EVENT_CLICKS,EVENT_FORM_SUBMIT,EVENT_DOWNLOADS,EVENT_REGISTRATIONS,SCROLL_25,SCROLL_50,SCROLL_75,SCROLL_100
2025-02,Area_2,T023,Paid Search,21278,14880,79771,1232,997,668,188,15228,13605,11016,8334
2025-02,Area_2,T023,Organic Search,39563,29119,82429,6087,1733,958,1050,31500,26625,21634,15765
2025-02,Area_2,T023,Direct,26929,19202,102517,4994,544,517,410,23104,18283,14129,9420
2025-02,Area_2,T023,Referral,20545,13116,42702,2010,682,763,562,13261,10613,7233,5285
2025-02,Area_2,T023,Display,23199,17149,57317,4462,542,515,276,15537,13770,10720,5763
2025-03,Area_2,T023,Paid Search,27625,16549,84797,2333,750,572,363,24165,16970,11953,6407
2025-03,Area_2,T023,Organic Search,33125,22186,78653,2589,918,937,623,27159,23028,16775,11569
2025-03,Area_2,T023,Direct,29061,18585,48034,2811,465,677,634,26122,22623,14840,7767
2025-03,Area_2,T023,Referral,10518,5510,34816,1487,250,160,194,8745,7324,5687,2910
2025-03,Area_2,T023,Display,16046,9358,63617,1023,255,207,400,12154,9551,7543,4106
2025-04,Area_2,T023,Paid Search,13851,6466,24382,2203,663,469,294,8676,6279,4489,2441
2025-04,Area_2,T023,Organic Search,5672,3749,10390,703,274,129,121,3986,2849,2005,1156
2025-04,Area_2,T023,Direct,12891,8101,21173,901,326,431,355,8699,6284,4916,2965
2025-04,Area_2,T023,Referral,2159,1412,4235,369,99,84,52,1801,1542,1119,765
2025-04,Area_2,T023,Display,32329,18493,141411,4225,1075,834,250,27345,20703,13477,6852
2025-05,Area_2,T023,Paid Search,30259,17478,125058,2753,558,624,338,21120,15679,13066,7367
2025-05,Area_2,T023,Organic Search,21759,13412,88350,3921,799,372,344,18919,15984,11667,8305
2025-05,Area_2,T023,Direct,32093,18525,142267,6150,1072,637,401,25160,22044,17117,10547
2025-05,Area_2,T023,Referral,27852,13751,121404,5193,873,1066,287,22141,16337,10488,7422
2025-05,Area_2,T023,Display,33832,17183,81337,4195,1461,644,834,21282,18014,11486,8949
2025-06,Area_2,T023,Paid Search,5542,3615,19342,931,55,127,52,4347,3197,2047,1195
2025-06,Area_2,T023,Organic Search,2588,1597,6840,154,67,84,33,2218,1743,1328,989
2025-06,Area_2,T023,Direct,7222,3275,16573,696,324,241,107,5758,4121,3051,2113
2025-06,Area_2,T023,Referral,27924,16213,55949,1911,1141,1009,496,24310,21083,16742,9161
2025-06,Area_2,T023,Display,17847,13115,29166,3527,452,313,280,12068,8474,6803,5437
2025-07,Area_2,T023,Paid Search,8077,6067,29012,887,89,292,100,5435,4827,3320,2246
2025-07,Area_2,T023,Organic Search,13105,7730,37607,1492,639,239,178,10127,7614,5189,3135
2025-07,Area_2,T023,Direct,28491,19068,52284,5278,1126,874,455,18208,14681,12239,9265
2025-07,Area_2,T023,Referral,21827,11126,68464,2517,622,444,351,15687,12960,9243,4727
2025-07,Area_2,T023,Display,35587,19790,68190,5414,1531,1357,447,23321,20985,13208,7413
2025-08,Area_2,T023,Paid Search,34586,15726,68324,1946,409,862,345,22332,17542,12184,7459
2025-08,Area_2,T023,Organic Search,13258,6611,22593,1177,174,489,261,10891,8789,6286,3705
2025-08,Area_2,T023,Direct,33824,19862,142665,6595,1301,772,580,21803,16960,11756,6085
2025-08,Area_2,T023,Referral,28170,13926,102900,3840,536,366,328,21461,18106,11187,8122
2025-08,Area_2,T023,Display,3300,1896,11312,450,122,80,53,2534,1857,1131,858
2025-09,Area_2,T023,Paid Search,25883,14349,41212,1629,690,864,425,18121,15987,11600,7467
2025-09,Area_2,T023,Organic Search,7591,3685,18750,776,112,257,110,5870,5269,3348,2625
2025-09,Area_2,T023,Direct,28239,13303,126805,5536,627,955,306,24596,21710,14307,10454
2025-09,Area_2,T023,Referral,30950,19222,60297,1575,978,533,444,26746,19278,12441,6962
2025-09,Area_2,T023,Display,8899,6364,39009,1674,440,267,181,5713,4343,3562,2392
2025-10,Area_2,T023,Paid Search,36397,26192,97187,6803,1464,1226,955,25867,18687,14143,10003
2025-10,Area_2,T023,Organic Search,7000,5484,22191,431,140,176,159,5138,4054,2653,1669
2025-10,Area_2,T023,Direct,8885,6859,13996,1300,265,239,215,5578,4883,3188,1895
2025-10,Area_2,T023,Referral,21546,16458,60152,2598,650,714,487,18576,13032,8422,4306
2025-10,Area_2,T023,Display,36016,21539,70450,4170,1034,1154,557,31977,24025,19044,14615
2025-11,Area_2,T023,Paid Search,20531,15679,38333,1187,528,257,487,13077,9651,8164,4681
2025-11,Area_2,T023,Organic Search,35995,23409,113364,4632,443,685,624,22941,16685,13516,9976
2025-11,Area_2,T023,Direct,15445,8445,25964,2455,517,301,100,11748,8904,5350,4061
2025-11,Area_2,T023,Referral,5376,4013,10989,408,197,182,62,4817,4203,3465,2529
2025-11,Area_2,T023,Display,32922,22016,86641,3388,1510,1241,346,27959,20957,13644,10406
2025-12,Area_2,T023,Paid Search,8574,6379,15924,867,292,185,59,7363,6167,4809,3423
2025-12,Area_2,T023,Organic Search,34444,22062,105856,2689,753,877,376,28127,23797,19509,15073
2025-12,Area_2,T023,Direct,28452,17254,67139,4414,321,339,284,24165,18941,14822,8688
2025-12,Area_2,T023,Referral,13054,9101,52175,2009,364,179,148,9935,8439,5066,3177
2025-12,Area_2,T023,Display,5412,3755,23590,851,237,64,157,4784,3896,3106,1945
2025-01,Area_11,T143,Paid Search,38970,30834,152548,2066,467,1281,359,25384,19960,14576,8844
2025-01,Area_11,T143,Organic Search,38680,25839,137482,3029,853,875,297,26530,20209,14155,9076
2025-01,Area_11,T143,Direct,10956,8189,46062,1092,401,334,327,8520,7195,4951,3198
2025-01,Area_11,T143,Referral,20896,14001,72427,2066,621,357,324,13244,10347,6557,3489
2025-01,Area_11,T143,Display,22673,10749,83127,1808,676,705,517,17158,12441,9791,6094
2025-02,Area_11,T143,Paid Search,24818,11702,106944,4086,1020,952,462,16021,12647,9957,6211
2025-02,Area_11,T143,Organic Search,37625,24573,113966,6106,908,858,240,29527,25067,18016,10736
2025-02,Area_11,T143,Direct,21598,14375,35445,3614,625,278,592,13319,11829,7793,5775
2025-02,Area_11,T143,Referral,29438,18551,124778,5438,493,623,253,21008,16903,11075,6547
2025-02,Area_11,T143,Display,13894,10716,43236,732,461,344,169,11214,7953,5580,3730
2025-03,Area_11,T143,Paid Search,30968,24052,117499,1734,1486,1009,281,21005,17385,10854,6721
2025-03,Area_11,T143,Organic Search,14486,6976,31109,2589,710,200,393,12522,10992,7154,5504
2025-03,Area_11,T143,Direct,38574,22956,94924,4298,417,1115,1060,25621,20722,17314,10645
2025-03,Area_11,T143,Referral,13413,6170,45570,1035,440,193,302,11007,8417,6967,4984
2025-03,Area_11,T143,Display,7371,3988,23772,494,100,209,168,5960,4257,2741,1846
2025-04,Area_11,T143,Paid Search,12449,7624,20967,2324,573,377,191,9429,8011,6795,4322
2025-04,Area_11,T143,Organic Search,19561,15580,57073,1730,335,551,293,12877,10468,8726,5467
2025-04,Area_11,T143,Direct,35839,26681,101525,1975,516,536,183,29820,21869,16541,10179
2025-04,Area_11,T143,Referral,17919,12300,29038,2223,536,370,300,13304,11023,7895,4115
2025-04,Area_11,T143,Display,17898,9483,34467,2089,510,425,484,15695,13389,8785,6623
2025-05,Area_11,T143,Paid Search,37334,25824,56141,3058,713,1081,880,24666,21968,16426,11388
2025-05,Area_11,T143,Organic Search,33694,25788,144552,1883,696,1124,839,26256,18511,14370,9195
2025-05,Area_11,T143,Direct,10502,7761,37881,1231,417,123,138,9145,6446,4944,3827
2025-05,Area_11,T143,Referral,8800,4063,35448,587,185,161,62,7513,5379,4344,2684
2025-05,Area_11,T143,Display,26100,13573,46074,2798,1067,673,369,23311,19342,15248,11797
2025-06,Area_11,T143,Paid Search,28787,21345,93146,4957,663,574,195,24896,20197,14965,11432
2025-06,Area_11,T143,Organic Search,4963,2807,21429,470,108,186,126,3364,2948,2190,1320
2025-06,Area_11,T143,Direct,15703,7974,43920,2284,257,534,229,12170,9296,7164,4881
2025-06,Area_11,T143,Referral,27630,13231,96034,2928,1194,795,620,19171,15818,12915,7612
2025-06,Area_11,T143,Display,39355,24162,83353,3083,1785,908,843,31780,25730,15557,10863
2025-07,Area_11,T143,Paid Search,28294,18307,67768,1855,298,784,846,18830,16823,12150,6789
2025-07,Area_11,T143,Organic Search,6499,4738,10342,614,204,161,121,4738,3320,2648,1409
2025-07,Area_11,T143,Direct,4900,3455,14264,426,226,137,103,3261,2480,1806,1122
2025-07,Area_11,T143,Referral,36886,23730,135398,3804,1161,1133,196,23518,19349,12442,9760
2025-07,Area_11,T143,Display,8328,6597,33016,891,317,227,198,5309,4302,3167,1686
2025-08,Area_11,T143,Paid Search,22253,13566,35119,2600,1039,877,543,19675,14519,9967,5604
2025-08,Area_11,T143,Organic Search,26225,20023,87479,3502,771,1029,716,22014,17829,15029,8740
2025-08,Area_11,T143,Direct,17763,9550,29083,3499,581,481,503,15607,12491,7898,4157
2025-08,Area_11,T143,Referral,2864,1462,10759,373,113,101,78,1963,1581,1221,838
2025-08,Area_11,T143,Display,8449,5905,31856,1645,408,109,119,6394,5521,3418,2634
2025-09,Area_11,T143,Paid Search,31349,23497,53694,2458,367,856,841,26491,20217,15698,9715
2025-09,Area_11,T143,Organic Search,31714,17620,82258,5066,803,1227,301,25870,22519,18512,12014
2025-09,Area_11,T143,Direct,8344,4433,19226,493,372,257,204,5449,4208,2687,1498
2025-09,Area_11,T143,Referral,12388,7416,20984,1631,411,304,219,10787,9498,8021,4714
2025-09,Area_11,T143,Display,14692,10155,52227,1488,247,493,327,12259,9561,7269,4807
2025-10,Area_11,T143,Paid Search,19846,10252,33801,2338,913,211,280,13640,9916,6624,4048
2025-10,Area_11,T143,Organic Search,9735,7181,38216,863,151,279,256,6500,5789,4143,2798
2025-10,Area_11,T143,Direct,13072,5991,34941,2069,250,269,357,9854,7973,5613,3941
2025-10,Area_11,T143,Referral,33259,16582,116897,4931,760,865,864,27872,23817,17023,10379
2025-10,Area_11,T143,Display,29915,21639,86830,5237,989,664,487,23764,18310,14240,8773
2025-11,Area_11,T143,Paid Search,27704,22100,100764,2528,942,873,545,18228,14455,10004,6575
2025-11,Area_11,T143,Organic Search,32324,22433,75022,5677,965,561,373,27813,24271,18821,13746
2025-11,Area_11,T143,Direct,3114,2160,6057,581,146,100,75,1995,1710,1244,696
2025-11,Area_11,T143,Referral,37578,28126,109714,5753,1861,696,729,28079,24126,19439,13080
2025-11,Area_11,T143,Display,25048,11696,47957,4814,1157,575,708,16049,11369,7446,5779
2025-12,Area_11,T143,Paid Search,31645,19580,91194,5544,490,569,256,27533,22548,18200,12847
2025-12,Area_11,T143,Organic Search,22314,10854,58066,2670,830,313,240,17585,13355,11176,7992
2025-12,Area_11,T143,Direct,18697,12186,81437,1590,831,387,409,16397,12273,10295,6380
2025-12,Area_11,T143,Referral,28499,19225,121778,2841,677,640,679,22997,16785,12499,8130
2025-12,Area_11,T143,Display,26275,17350,74243,3180,822,936,186,23517,19978,14353,8200
2025-01,Area_10,T133,Paid Search,28855,20092,63805,5167,725,420,772,20427,14671,10448,5265
2025-01,Area_10,T133,Organic Search,9207,4733,26940,1703,114,117,114,7850,6146,4903,3079
2025-01,Area_10,T133,Direct,31850,16716,125859,1646,1045,809,868,23062,16274,11356,8776
2025-01,Area_10,T133,Referral,17735,13263,74893,2036,458,669,219,15951,13874,10802,6142
2025-01,Area_10,T133,Display,22974,17992,77007,2097,1074,545,311,20396,17653,12098,7711
2025-02,Area_10,T133,Paid Search,33531,26080,142434,5828,519,1265,577,26255,22223,15012,10569
2025-02,Area_10,T133,Organic Search,27936,16787,58888,4878,963,632,788,21947,16410,13323,7746
2025-02,Area_10,T133,Direct,24279,11689,71648,1831,392,333,317,17230,13440,10410,6929
2025-02,Area_10,T133,Referral,8204,5519,33452,1328,399,205,141,6698,4728,4004,3082
2025-02,Area_10,T133,Display,6824,3147,12856,470,238,237,72,5839,4366,3483,2194
2025-03,Area_10,T133,Paid Search,23804,11544,75232,1945,893,853,196,19422,13870,9191,5134
2025-03,Area_10,T133,Organic Search,26122,13093,47438,2598,1101,975,703,20230,17181,14200,8321
2025-03,Area_10,T133,Direct,7769,3706,25471,1215,375,306,182,5526,4414,2687,1609
2025-03,Area_10,T133,Referral,28950,18253,56244,1779,1200,445,728,24634,21864,17121,8795
2025-03,Area_10,T133,Display,33990,19543,57721,1768,1444,706,586,26118,22843,17718,11281
2025-04,Area_10,T133,Paid Search,24050,19016,80038,1485,381,551,205,20528,17541,13751,7902
2025-04,Area_10,T133,Organic Search,28372,16127,124568,4924,1380,1086,284,23969,19305,14318,11158
2025-04,Area_10,T133,Direct,30545,15399,99642,5845,712,1107,806,19268,13702,10496,8032
2025-04,Area_10,T133,Referral,29318,18145,58223,1575,694,561,506,24741,19182,13176,7331
2025-04,Area_10,T133,Display,20141,12129,50623,1974,386,553,185,16189,14526,10711,7707
2025-05,Area_10,T133,Paid Search,13293,9395,56742,2005,438,209,324,10172,8725,6754,4136
2025-05,Area_10,T133,Organic Search,30358,19049,81388,2502,1497,759,174,24756,20261,12651,9794
2025-05,Area_10,T133,Direct,36239,18208,54964,3584,1645,743,467,32211,26600,16078,10961
2025-05,Area_10,T133,Referral,10600,5752,15962,714,199,277,186,8991,6895,4363,2484
2025-05,Area_10,T133,Display,27440,21824,57220,1576,513,717,765,17827,13944,8998,4524
2025-06,Area_10,T133,Paid Search,7401,3711,19227,716,188,106,186,4475,3986,3278,2052
2025-06,Area_10,T133,Organic Search,31485,20875,71725,4608,420,374,879,25967,21256,14490,7740
2025-06,Area_10,T133,Direct,33285,15344,61373,4882,1089,636,217,27579,24713,16434,8880
2025-06,Area_10,T133,Referral,6334,3950,25833,387,88,239,165,5547,4174,2893,2246
2025-06,Area_10,T133,Display,39581,18648,165512,5918,1304,679,385,31806,26362,16056,10322
2025-07,Area_10,T133,Paid Search,7111,4846,25902,696,145,119,85,6238,4730,3119,2306
2025-07,Area_10,T133,Organic Search,17833,13095,55581,3465,643,481,458,14808,11775,9684,4937
2025-07,Area_10,T133,Direct,37557,28462,66898,6596,1098,1021,1025,32374,24546,16871,8853
2025-07,Area_10,T133,Referral,12725,8612,45886,1571,214,230,240,7808,6314,4241,2235
2025-07,Area_10,T133,Display,22121,14945,38573,4304,502,825,407,17628,14579,10622,6305
2025-08,Area_10,T133,Paid Search,4552,3387,11720,806,144,75,114,3777,3214,2226,1332
2025-08,Area_10,T133,Organic Search,23290,11237,70832,1179,335,405,240,20887,16910,12276,8790
2025-08,Area_10,T133,Direct,34862,16201,93573,3804,386,1356,600,26251,19725,16599,10329
2025-08,Area_10,T133,Referral,13888,6781,36073,1996,467,367,152,8789,7403,4459,3247
2025-08,Area_10,T133,Display,37895,27432,109556,6322,823,390,906,33444,26357,19337,15395
2025-09,Area_10,T133,Paid Search,5254,3678,20370,689,258,71,85,4485,3846,2780,1747
2025-09,Area_10,T133,Organic Search,30201,18849,113945,5735,911,1061,265,26220,19725,12654,8494
2025-09,Area_10,T133,Direct,5343,3210,9768,917,79,175,74,3951,3356,2740,1775
2025-09,Area_10,T133,Referral,21682,11284,68191,3754,446,847,542,18840,15674,11665,8025
2025-09,Area_10,T133,Display,5506,4009,20888,1003,274,131,107,4145,3674,2703,1912
2025-10,Area_10,T133,Paid Search,9507,6009,30037,1805,166,328,197,6067,5389,4125,2094
2025-10,Area_10,T133,Organic Search,34567,22015,145414,2692,428,463,948,22258,19443,14097,8435
2025-10,Area_10,T133,Direct,36592,26711,91964,2170,1016,1315,712,22576,18336,11208,8450
2025-10,Area_10,T133,Referral,17653,9619,34896,2527,734,700,507,11647,9781,6109,4647
2025-10,Area_10,T133,Display,23166,14484,92665,3085,449,382,377,18514,13485,10890,6293
2025-11,Area_10,T133,Paid Search,31466,16793,117087,3479,386,519,314,19197,15219,11814,8605
2025-11,Area_10,T133,Organic Search,33643,23697,75513,3031,836,1051,866,25394,18834,12722,9865
2025-11,Area_10,T133,Direct,6303,2936,17020,1260,243,157,159,5147,4599,2767,1682
2025-11,Area_10,T133,Referral,33850,26358,127297,5867,469,978,558,30261,21377,17004,9407
2025-11,Area_10,T133,Display,27646,20546,109936,5237,918,385,139,18738,16771,14028,9681
2025-12,Area_10,T133,Paid Search,38999,26839,67512,4950,1879,931,1003,34319,25421,17047,13363
2025-12,Area_10,T133,Organic Search,21477,10645,33699,1157,806,565,318,17302,13405,10781,6354
2025-12,Area_10,T133,Direct,22580,15751,54220,2089,500,424,483,17148,12634,10695,7131
2025-12,Area_10,T133,Referral,25279,17458,91917,2090,811,373,549,20016,17440,14148,11072
2025-12,Area_10,T133,Display,7956,4096,33922,417,101,115,124,5995,4594,3218,2029
2025-01,Area_13,T166,Paid Search,30656,18675,119987,1636,856,1104,918,22040,19393,13456,10244
2025-01,Area_13,T166,Organic Search,39131,25663,152147,4066,1676,938,569,25486,18092,14233,9665
2025-01,Area_13,T166,Direct,19818,15414,33093,1262,552,370,340,17116,12270,10289,7258
2025-01,Area_13,T166,Referral,26999,16732,98693,4870,1249,690,475,19701,15432,11614,7786
2025-01,Area_13,T166,Display,2793,2023,11003,446,32,98,15,2469,2021,1653,843
2025-02,Area_13,T166,Paid Search,27267,17026,82087,4701,399,660,610,21933,17340,11688,7622
2025-02,Area_13,T166,Organic Search,27340,16148,82875,2480,1277,1069,337,23298,20359,16734,9582
2025-02,Area_13,T166,Direct,21438,12651,52461,2921,311,663,126,12995,10416,7016,5609
2025-02,Area_13,T166,Referral,34282,25066,125121,4267,613,552,238,21441,16124,12357,9137
2025-02,Area_13,T166,Display,28170,20175,124689,3894,998,688,303,24982,20414,15070,10479
2025-03,Area_13,T166,Paid Search,32638,25437,130566,4480,380,988,268,27555,23595,18052,9790
2025-03,Area_13,T166,Organic Search,10637,5954,37904,1238,450,375,214,6789,5805,4051,3108
2025-03,Area_13,T166,Direct,36843,26710,79029,3686,1474,923,608,28822,20520,15365,10494
2025-03,Area_13,T166,Referral,18632,13104,36999,2351,363,465,186,13162,9956,6029,4764
2025-03,Area_13,T166,Display,29234,21324,69707,4389,1193,576,428,21530,16601,13180,9746
2025-04,Area_13,T166,Paid Search,27110,18017,44124,1687,1282,772,779,16750,13010,8161,6004
2025-04,Area_13,T166,Organic Search,28873,21100,105691,2441,1027,1017,460,22997,20160,13696,10448
2025-04,Area_13,T166,Direct,12554,7180,25090,2199,157,329,347,11123,7949,4955,3507
2025-04,Area_13,T166,Referral,37150,19428,113867,3052,472,575,590,26457,18548,14529,11422
2025-04,Area_13,T166,Display,15014,8623,51437,1683,528,432,109,9413,7820,4803,3225
2025-05,Area_13,T166,Paid Search,8205,5172,16858,769,406,277,51,5404,4054,2462,1780
2025-05,Area_13,T166,Organic Search,16583,9752,32832,1966,721,371,118,11739,9843,7937,6256
2025-05,Area_13,T166,Direct,16432,8548,47453,2182,179,168,442,12950,9620,6648,3575
2025-05,Area_13,T166,Referral,5732,3722,10035,948,218,203,91,4195,3286,2321,1177
2025-05,Area_13,T166,Display,27257,21168,44957,2065,817,1086,660,22671,18436,15423,12052
2025-06,Area_13,T166,Paid Search,12511,7006,18921,2184,209,144,194,10998,9002,7327,5779
2025-06,Area_13,T166,Organic Search,27451,12533,88425,4350,638,390,538,18115,15548,11462,7889
2025-06,Area_13,T166,Direct,26408,17575,103788,4292,531,504,538,18117,12791,10078,7217
2025-06,Area_13,T166,Referral,11900,7889,50745,1999,389,319,104,7417,5587,3550,2382
2025-06,Area_13,T166,Display,3641,2598,15304,701,168,80,21,2321,1628,1311,802
2025-07,Area_13,T166,Paid Search,29804,18912,130866,2317,1248,837,535,22124,15619,11350,8865
2025-07,Area_13,T166,Organic Search,35730,22554,121720,6267,1502,527,650,30395,22829,16624,11627
2025-07,Area_13,T166,Direct,27165,19566,89323,1457,867,908,607,17733,13959,8755,4597
2025-07,Area_13,T166,Referral,30290,18472,113827,2580,921,562,402,26336,20688,13513,9923
2025-07,Area_13,T166,Display,14425,8535,43898,2302,297,332,283,9082,7561,4936,2710
2025-08,Area_13,T166,Paid Search,24460,19047,56164,2941,384,692,418,17111,15308,9845,6121
2025-08,Area_13,T166,Organic Search,25724,17507,61222,4998,613,753,453,16633,12592,10078,6373
2025-08,Area_13,T166,Direct,20117,13656,35803,1918,920,427,502,13819,11682,9919,5869
2025-08,Area_13,T166,Referral,4696,3120,14447,910,164,125,110,3609,3238,2499,1908
2025-08,Area_13,T166,Display,17363,11984,63686,2892,265,689,226,12661,9753,7486,4403
2025-09,Area_13,T166,Paid Search,4501,3305,12694,251,188,159,104,3632,3048,2116,1381
2025-09,Area_13,T166,Organic Search,3083,1877,12704,392,75,51,47,2423,1923,1617,1011
2025-09,Area_13,T166,Direct,10562,7823,46725,785,462,226,305,9156,7266,5084,4028
2025-09,Area_13,T166,Referral,4911,3383,18636,491,195,192,39,4097,3515,2761,1814
2025-09,Area_13,T166,Display,6915,4783,15526,962,140,197,75,5454,4604,3054,1908
2025-10,Area_13,T166,Paid Search,13977,7072,43587,1530,623,268,73,9606,6983,4838,2799
2025-10,Area_13,T166,Organic Search,16475,10688,26766,1023,501,312,369,10485,7514,6267,4022
2025-10,Area_13,T166,Direct,3743,1732,10118,305,147,58,93,3205,2727,1937,1466
2025-10,Area_13,T166,Referral,29646,19445,54494,3933,1091,930,466,19357,14777,9906,6284
2025-10,Area_13,T166,Display,35209,17011,139056,5769,882,874,380,24953,19310,12729,9293
2025-11,Area_13,T166,Paid Search,33934,16047,122036,5553,933,702,871,22780,19640,12174,6875
2025-11,Area_13,T166,Organic Search,16212,7970,50597,2833,452,453,151,13770,11793,7208,4246
2025-11,Area_13,T166,Direct,5209,3142,17104,1029,159,93,50,4463,4013,2957,1591
2025-11,Area_13,T166,Referral,8931,5368,39875,1287,136,249,67,6636,4876,3642,1852
2025-11,Area_13,T166,Display,7837,6009,12512,679,115,192,79,6485,4543,3357,1690
2025-12,Area_13,T166,Paid Search,21372,17080,58307,1416,803,357,622,19134,16037,12201,8807
2025-12,Area_13,T166,Organic Search,18049,11081,79249,3157,459,591,91,13697,11623,9602,5291
2025-12,Area_13,T166,Direct,33430,16361,93577,5173,891,959,442,21905,18732,12553,8406
2025-12,Area_13,T166,Referral,38994,28129,67204,2725,1148,639,822,24132,19121,12783,9682
2025-12,Area_13,T166,Display,16579,9141,40317,1359,232,234,316,11016,8110,6875,4065
2025-01,Area_9,T115,Paid Search,28450,19375,114175,4950,712,1033,837,21613,17747,12646,7736
2025-01,Area_9,T115,Organic Search,12049,6826,29042,719,271,467,69,9713,7039,4543,3427
2025-01,Area_9,T115,Direct,38743,19573,131227,3882,505,968,517,27405,21395,17975,14374
2025-01,Area_9,T115,Referral,2866,1536,12643,244,118,42,81,2155,1833,1365,707
2025-01,Area_9,T115,Display,8642,6717,18238,1057,138,91,77,6565,5724,4485,3250
2025-02,Area_9,T115,Paid Search,34305,16535,114656,3620,696,1265,758,30859,23961,17129,10957
2025-02,Area_9,T115,Organic Search,32015,22257,49764,2688,1496,696,245,20358,16463,13970,9138
2025-02,Area_9,T115,Direct,15137,9067,48917,1262,167,278,238,13106,11774,8277,5625
2025-02,Area_9,T115,Referral,11009,6261,33002,1647,549,347,237,6651,5670,3703,2740
2025-02,Area_9,T115,Display,19605,14258,72302,2529,646,724,337,14380,10086,7142,5538
2025-03,Area_9,T115,Paid Search,7360,3488,21848,685,270,113,122,4656,3938,2476,1585
2025-03,Area_9,T115,Organic Search,21501,14456,33559,3046,393,225,451,14060,11698,7607,4463
2025-03,Area_9,T115,Direct,6176,3603,19521,667,303,240,68,3947,2841,1710,1259
2025-03,Area_9,T115,Referral,20149,10514,89901,3908,717,403,339,16767,14051,10528,5569
2025-03,Area_9,T115,Display,37316,20905,62133,5388,1227,483,597,32300,28386,22858,14723
2025-04,Area_9,T115,Paid Search,14709,10004,42411,970,330,368,232,10621,9535,7720,4971
2025-04,Area_9,T115,Organic Search,26422,20879,63172,3214,1014,824,322,21601,18679,11335,6650
2025-04,Area_9,T115,Direct,33929,16046,147391,5863,344,1127,735,23630,17825,12857,9240
2025-04,Area_9,T115,Referral,22055,11647,72813,3476,954,512,532,18860,13468,9995,7176
2025-04,Area_9,T115,Display,28962,17775,115707,5631,336,348,225,24624,18968,11481,8761
2025-05,Area_9,T115,Paid Search,4153,2218,17960,438,139,124,28,3695,2685,1982,1340
2025-05,Area_9,T115,Organic Search,21484,13314,95823,3988,765,663,301,15737,13306,10142,7608
2025-05,Area_9,T115,Direct,26693,19075,103020,4405,1238,947,337,18198,16018,11503,5968
2025-05,Area_9,T115,Referral,29214,20829,89020,4519,528,640,296,22083,17207,14066,7198
2025-05,Area_9,T115,Display,27994,16404,84805,3411,307,498,820,17459,14595,11542,8085
2025-06,Area_9,T115,Paid Search,17245,10505,42633,1213,310,204,259,14129,10249,7248,4501
2025-06,Area_9,T115,Organic Search,35272,19442,146810,2341,1198,1294,913,29234,23075,13998,7770
2025-06,Area_9,T115,Direct,3854,2121,12285,387,179,135,108,2660,2050,1546,886
2025-06,Area_9,T115,Referral,22263,10373,51637,3046,938,715,391,15549,13752,10280,5895
2025-06,Area_9,T115,Display,37800,17381,96799,7241,785,916,499,30874,27586,21175,13695
2025-07,Area_9,T115,Paid Search,16121,9002,45041,950,418,318,163,12647,9215,7648,5578
2025-07,Area_9,T115,Organic Search,12932,7918,37607,1680,159,457,155,9497,6832,5065,3334
2025-07,Area_9,T115,Direct,4762,2889,9069,478,142,176,142,4176,3280,2637,1474
2025-07,Area_9,T115,Referral,9545,4676,24290,1664,243,174,95,8136,7004,4589,3274
2025-07,Area_9,T115,Display,34695,24737,123011,6871,1235,1351,359,24659,19576,12063,6771
2025-08,Area_9,T115,Paid Search,29140,15441,84394,4098,1382,461,398,24886,20447,16289,8997
2025-08,Area_9,T115,Organic Search,37938,21050,84502,7387,1646,726,700,29939,23807,17832,9934
2025-08,Area_9,T115,Direct,31292,14584,69165,5647,1304,1098,493,24159,19457,12167,7617
2025-08,Area_9,T115,Referral,23914,17053,65916,2077,1054,458,399,17833,12513,10140,6996
2025-08,Area_9,T115,Display,16580,9807,60441,3010,707,584,412,11575,10132,6727,3712
2025-09,Area_9,T115,Paid Search,9407,5751,36633,1399,313,144,197,5911,4917,4070,2458
2025-09,Area_9,T115,Organic Search,15192,8079,55062,1822,414,320,95,11487,9264,5798,2980
2025-09,Area_9,T115,Direct,17943,10758,54239,3430,845,202,315,13619,10471,8575,6786
2025-09,Area_9,T115,Referral,3943,3040,9737,711,97,140,58,3213,2456,2028,1579
2025-09,Area_9,T115,Display,2678,1349,5660,523,43,102,60,2164,1869,1229,749
2025-10,Area_9,T115,Paid Search,3058,2038,12275,485,45,53,45,2696,1956,1223,815
2025-10,Area_9,T115,Organic Search,16458,9587,51602,1857,798,213,334,12314,9444,5918,3131
2025-10,Area_9,T115,Direct,31161,14192,88317,4712,627,724,317,22816,16540,12683,6351
2025-10,Area_9,T115,Referral,33107,26085,141362,3023,1221,962,446,25105,21884,15002,9896
2025-10,Area_9,T115,Display,25048,12913,98767,2509,1028,482,149,21371,16713,10319,6017
2025-11,Area_9,T115,Paid Search,11519,9114,35916,2227,434,236,200,9508,6697,5589,3234
2025-11,Area_9,T115,Organic Search,20645,16483,76592,3980,629,750,583,17948,14659,8999,4836
2025-11,Area_9,T115,Direct,27158,20551,96999,3987,1241,882,503,23712,19026,15435,8408
2025-11,Area_9,T115,Referral,7062,4856,26165,530,331,80,178,4451,3850,3040,2082
2025-11,Area_9,T115,Display,9121,5479,19411,849,358,150,240,6374,4473,3188,2418
