MONTH,AREA,TERRITORY,CHANNEL,SEARCH_ENGINE,CAMPAIGN_ID,CAMPAIGN_NAME,IMPRESSIONS,CLICKS,COST,CTR,AVG_CPC
2025-06,Area_10,T133,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,130613,2377,271175.58,0.0182,114.08
2025-06,Area_10,T133,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,236202,4292,193966.37,0.0182,45.19
2025-06,Area_10,T133,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,63324,853,66904.00,0.0135,78.43
2025-07,Area_10,T133,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,48147,631,38005.84,0.0131,60.23
2025-07,Area_10,T133,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,278808,3446,87208.05,0.0124,25.31
2025-07,Area_10,T133,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,63935,1599,97479.54,0.0250,60.96
2025-07,Area_10,T133,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,129982,2353,192737.69,0.0181,81.91
2025-08,Area_10,T133,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,97015,1259,105177.29,0.0130,83.54
2025-08,Area_10,T133,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,161964,5485,475916.62,0.0339,86.77
2025-08,Area_10,T133,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,209892,5600,165096.76,0.0267,29.48
2025-08,Area_10,T133,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,236220,3694,131550.76,0.0156,35.61
2025-09,Area_10,T133,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,225914,5836,457796.96,0.0258,78.44
2025-09,Area_10,T133,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,85027,4025,246439.69,0.0473,61.23
2025-09,Area_10,T133,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,292747,8297,670719.17,0.0283,80.84
2025-09,Area_10,T133,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,243543,7094,390025.02,0.0291,54.98
2025-10,Area_10,T133,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,120694,1907,55805.76,0.0158,29.26
2025-10,Area_10,T133,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,259092,9667,609214.43,0.0373,63.02
2025-10,Area_10,T133,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,126243,3856,381640.57,0.0305,98.97
2025-10,Area_10,T133,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,285945,16679,544182.78,0.0583,32.63
2025-11,Area_10,T133,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,100729,2566,202246.97,0.0255,78.82
2025-11,Area_10,T133,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,271139,11504,933935.05,0.0424,81.18
2025-11,Area_10,T133,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,36583,431,50817.23,0.0118,117.91
2025-11,Area_10,T133,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,221651,9234,772510.93,0.0417,83.66
2025-12,Area_10,T133,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,204196,4973,482548.15,0.0244,97.03
2025-12,Area_10,T133,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,48675,719,71751.26,0.0148,99.79
2025-12,Area_10,T133,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,24655,1078,83710.47,0.0437,77.65
2025-12,Area_10,T133,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,26645,1426,89302.84,0.0535,62.62
2025-01,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,172504,3083,119160.01,0.0179,38.65
2025-01,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,194683,7215,770950.76,0.0371,106.85
2025-01,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,245049,9691,711427.78,0.0395,73.41
2025-01,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,265382,12331,1272215.32,0.0465,103.17
2025-02,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,196968,8274,198775.29,0.0420,24.02
2025-02,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,131930,2613,233705.48,0.0198,89.44
2025-02,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,273380,6808,514126.95,0.0249,75.52
2025-02,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,34472,1947,178573.27,0.0565,91.72
2025-03,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,293104,6302,135729.72,0.0215,21.54
2025-03,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,224433,4836,511727.47,0.0215,105.82
2025-03,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,258470,8405,388300.86,0.0325,46.20
2025-03,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,85658,4194,353407.76,0.0490,84.27
2025-04,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,152062,8989,1030935.33,0.0591,114.69
2025-04,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,272585,14728,1131888.51,0.0540,76.85
2025-04,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,263968,8436,292338.23,0.0320,34.65
2025-04,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,243687,13873,426112.61,0.0569,30.72
2025-05,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,73034,2037,126545.55,0.0279,62.12
2025-05,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,50568,2896,346809.83,0.0573,119.75
2025-05,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,137634,4198,189047.88,0.0305,45.03
2025-05,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,211703,5284,531781.95,0.0250,100.64
2025-06,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,102373,4959,138488.10,0.0484,27.93
2025-06,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,175889,6226,475681.21,0.0354,76.40
2025-06,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,203551,5303,633365.11,0.0261,119.44
2025-06,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,41625,1999,66430.17,0.0480,33.23
2025-07,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,120120,2339,249417.26,0.0195,106.63
2025-07,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,199322,2986,188728.38,0.0150,63.20
2025-07,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,177667,9858,638700.14,0.0555,64.79
2025-07,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,299901,7220,213888.26,0.0241,29.62
2025-08,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,189002,10409,349084.05,0.0551,33.54
2025-08,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,181440,5462,249974.94,0.0301,45.77
2025-08,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,66986,2835,312854.61,0.0423,110.35
2025-08,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,75508,1102,62214.01,0.0146,56.46
2025-09,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,156973,2356,117314.77,0.0150,49.79
2025-09,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,199881,10286,964502.21,0.0515,93.77
2025-09,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,292498,13676,1027355.77,0.0468,75.12
2025-09,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,154595,6397,380685.95,0.0414,59.51
2025-10,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,43982,1921,175269.66,0.0437,91.24
2025-10,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,258825,11599,1322988.74,0.0448,114.06
2025-10,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,91241,2678,241186.50,0.0294,90.06
2025-10,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,71576,1468,69816.55,0.0205,47.56
2025-11,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,249155,11649,674100.48,0.0468,57.87
2025-11,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,173084,5546,512311.56,0.0320,92.37
2025-11,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,63348,2681,198542.29,0.0423,74.06
2025-11,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,106030,5913,254763.71,0.0558,43.09
2025-12,Area_13,T166,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,71826,4293,491776.07,0.0598,114.55
2025-12,Area_13,T166,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,115822,6594,276992.65,0.0569,42.01
2025-12,Area_13,T166,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,85045,1948,228040.91,0.0229,117.06
2025-12,Area_13,T166,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,47428,1803,68746.85,0.0380,38.13
2025-01,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,222267,10753,454600.15,0.0484,42.28
2025-01,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,129122,3572,96867.08,0.0277,27.12
2025-01,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,205026,5528,248260.63,0.0270,44.91
2025-01,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,130545,7634,721659.10,0.0585,94.53
2025-02,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,93179,1381,138570.62,0.0148,100.34
2025-02,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,179719,9104,732230.18,0.0507,80.43
2025-02,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,63314,2699,136478.73,0.0426,50.57
2025-02,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,108231,3723,154934.07,0.0344,41.62
2025-03,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,282141,7525,717388.52,0.0267,95.33
2025-03,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,254363,2856,236643.25,0.0112,82.86
2025-03,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,295677,6433,629262.86,0.0218,97.82
2025-03,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,290288,13176,1185803.59,0.0454,90.00
2025-04,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,214784,12517,828746.59,0.0583,66.21
2025-04,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,43830,1276,116151.34,0.0291,91.03
2025-04,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,296847,9443,784364.90,0.0318,83.06
2025-04,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,73250,1334,89839.34,0.0182,67.35
2025-05,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,66799,3398,101249.90,0.0509,29.80
2025-05,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,74560,1839,183050.97,0.0247,99.54
2025-05,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,165222,9370,206727.15,0.0567,22.06
2025-05,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,56003,1309,46168.11,0.0234,35.27
2025-06,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,67114,2134,80463.07,0.0318,37.71
2025-06,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,272816,5353,334292.91,0.0196,62.45
2025-06,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,277870,11063,751886.98,0.0398,67.96
2025-06,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,109673,5888,299592.58,0.0537,50.88
2025-07,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,87537,4768,453810.35,0.0545,95.18
2025-07,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,244471,6802,802506.88,0.0278,117.98
2025-07,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,296030,16198,430301.03,0.0547,26.57
2025-07,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,224402,3771,325171.04,0.0168,86.23
2025-08,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,102293,4187,460361.81,0.0409,109.95
2025-08,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,130580,5272,205523.18,0.0404,38.98
2025-08,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,39676,2294,111987.32,0.0578,48.82
2025-08,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,164942,4823,273129.92,0.0292,56.63
2025-09,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,205366,7807,930924.84,0.0380,119.24
2025-09,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,55902,2115,218871.51,0.0378,103.49
2025-09,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,211638,10838,1187444.59,0.0512,109.56
2025-09,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,260116,12871,506958.31,0.0495,39.39
2025-10,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,138189,4849,458699.31,0.0351,94.60
2025-10,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,57423,2445,64955.72,0.0426,26.57
2025-10,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,127416,4409,316531.69,0.0346,71.79
2025-10,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,277572,15194,992984.28,0.0547,65.35
2025-11,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,207132,3701,116622.94,0.0179,31.51
2025-11,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,154229,8871,753503.15,0.0575,84.94
2025-11,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,62280,2278,188441.53,0.0366,82.72
2025-11,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,25209,1302,97400.91,0.0516,74.81
2025-12,Area_9,T115,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,122458,4374,485192.18,0.0357,110.93
2025-12,Area_9,T115,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,177446,7245,509491.42,0.0408,70.32
2025-12,Area_9,T115,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,271365,8391,885102.66,0.0309,105.48
2025-12,Area_9,T115,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,283170,9660,375898.94,0.0341,38.91
2025-01,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,111676,6683,622280.57,0.0598,93.11
2025-01,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,285412,8339,244423.83,0.0292,29.31
2025-01,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,185365,2350,183498.08,0.0127,78.08
2025-01,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,198893,6628,686888.27,0.0333,103.63
2025-02,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,275023,7862,858911.87,0.0286,109.25
2025-02,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,25108,596,47374.00,0.0237,79.49
2025-02,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,161069,4389,413345.89,0.0272,94.18
2025-02,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,40926,614,50627.83,0.0150,82.46
2025-03,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,279831,6366,240552.45,0.0227,37.79
2025-03,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,288508,15650,617917.59,0.0542,39.48
2025-03,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,38936,2317,144079.57,0.0595,62.18
2025-03,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,120614,5327,385093.64,0.0442,72.29
2025-04,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,242006,7095,687683.00,0.0293,96.93
2025-04,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,235116,10594,1007126.41,0.0451,95.07
2025-04,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,39481,1120,119155.24,0.0284,106.39
2025-04,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,190406,6768,546199.42,0.0355,80.70
2025-05,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,163209,5586,495427.91,0.0342,88.69
2025-05,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,299846,14060,761465.77,0.0469,54.16
2025-05,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,281447,9068,1070465.47,0.0322,118.05
2025-05,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,246030,4860,249814.33,0.0198,51.40
2025-06,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,23911,1169,122890.67,0.0489,105.12
2025-06,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,187744,7448,359923.90,0.0397,48.32
2025-06,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,81727,4622,384503.47,0.0566,83.19
2025-06,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,163802,6944,701516.52,0.0424,101.02
2025-07,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,141257,8167,543885.61,0.0578,66.60
2025-07,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,278733,14648,1394214.33,0.0526,95.18
2025-07,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,260416,8690,683855.33,0.0334,78.69
2025-07,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,91799,4241,352638.42,0.0462,83.15
2025-08,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,78949,3910,278820.24,0.0495,71.31
2025-08,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,144052,3203,353913.30,0.0222,110.49
2025-08,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,32097,1191,24987.24,0.0371,20.98
2025-08,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,234382,5759,390201.42,0.0246,67.76
2025-09,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,147266,5970,353546.33,0.0405,59.22
2025-09,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,148237,6549,688317.32,0.0442,105.10
2025-09,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,63251,2029,190171.82,0.0321,93.73
2025-09,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,48942,596,41671.34,0.0122,69.92
2025-10,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,45976,2705,64120.98,0.0588,23.70
2025-10,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,35515,1280,149971.26,0.0360,117.17
2025-10,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,227348,5010,164452.35,0.0220,32.82
2025-10,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,213278,7042,840582.87,0.0330,119.37
2025-11,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,38156,1836,154570.56,0.0481,84.19
2025-11,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,113099,6346,602125.39,0.0561,94.88
2025-11,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,142441,4141,155635.64,0.0291,37.58
2025-11,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,79235,1085,50398.73,0.0137,46.45
2025-12,Area_15,T190,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,93130,1669,46232.12,0.0179,27.70
2025-12,Area_15,T190,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,181507,6750,554238.69,0.0372,82.11
2025-12,Area_15,T190,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,236396,7178,527040.86,0.0304,73.42
2025-12,Area_15,T190,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,54262,1038,92009.60,0.0191,88.64
2025-01,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,119124,5423,526647.20,0.0455,97.11
2025-01,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,84314,4126,359165.37,0.0489,87.05
2025-01,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,50466,2266,211249.95,0.0449,93.23
2025-01,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,44279,2285,85727.20,0.0516,37.52
2025-02,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,262414,10887,867371.62,0.0415,79.67
2025-02,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,240237,10116,307606.59,0.0421,30.41
2025-02,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,113406,3008,307238.87,0.0265,102.14
2025-02,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,43036,780,35214.35,0.0181,45.15
2025-03,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,70772,3593,234615.55,0.0508,65.30
2025-03,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,73833,1745,191980.37,0.0236,110.02
2025-03,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,192454,11388,990576.65,0.0592,86.98
2025-03,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,204777,10751,317639.64,0.0525,29.55
2025-04,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,206889,9749,761906.51,0.0471,78.15
2025-04,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,164780,8067,599271.73,0.0490,74.29
2025-04,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,100928,1338,105024.30,0.0133,78.49
2025-04,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,216154,8554,489702.84,0.0396,57.25
2025-05,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,188474,10220,1077006.47,0.0542,105.38
2025-05,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,171519,5792,352323.53,0.0338,60.83
2025-05,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,217566,3293,244707.40,0.0151,74.31
2025-05,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,197537,9324,219263.69,0.0472,23.52
2025-06,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,141677,1787,213106.55,0.0126,119.25
2025-06,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,200484,5537,565273.07,0.0276,102.09
2025-06,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,153617,2607,223612.06,0.0170,85.77
2025-06,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,290704,6786,291347.16,0.0233,42.93
2025-07,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,72606,1417,91572.83,0.0195,64.62
2025-07,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,157592,3699,314505.07,0.0235,85.02
2025-07,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,270565,3075,62498.74,0.0114,20.32
2025-07,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,59887,3453,193126.70,0.0577,55.93
2025-08,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,261731,9857,524400.30,0.0377,53.20
2025-08,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,175938,2536,221732.33,0.0144,87.43
2025-08,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,291186,12148,368910.82,0.0417,30.37
2025-08,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,48536,813,39857.25,0.0168,49.02
2025-09,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,291173,7993,227423.85,0.0275,28.45
2025-09,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,294798,13310,1331449.06,0.0451,100.03
2025-09,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,268413,3887,194513.33,0.0145,50.04
2025-09,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,136722,8075,246508.00,0.0591,30.53
2025-10,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,176042,4877,169904.09,0.0277,34.84
2025-10,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,237011,11507,352819.68,0.0486,30.66
2025-10,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,33008,344,40193.47,0.0104,116.84
2025-10,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,99627,4582,390103.77,0.0460,85.14
2025-11,Area_1,T014,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,146162,2422,145619.47,0.0166,60.12
2025-11,Area_1,T014,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,205641,5726,515671.92,0.0278,90.06
2025-11,Area_1,T014,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,68519,3419,316572.88,0.0499,92.59
2025-11,Area_1,T014,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,156553,5308,342623.86,0.0339,64.55
